Temperature (°C),Humidity (%),Ice Cream Sales,Beach Visitors,Energy Consumption (kWh),Air Quality Index,Outdoor Activities,Water Consumption (L),Sunscreen Sales,Restaurant Visitors,Mood Index,Productivity Score
35.8,42.8,313,894,795,13,287,1044,308,404,10,41
15.4,87.8,193,349,751,45,102,1218,123,118,9,45
12.2,40.0,139,371,290,78,96,702,108,119,10,68
38.1,35.7,354,919,822,39,300,1144,302,449,10,45
7.9,84.9,38,104,480,53,52,1158,49,29,4,60
26.0,55.5,219,604,759,27,201,1044,236,309,10,42
33.4,67.1,357,905,814,11,236,1491,258,349,10,36
32.7,62.4,282,726,769,8,243,1372,274,330,10,39
13.9,87.7,113,379,578,44,96,1258,91,108,9,37
36.8,46.4,414,982,712,33,275,1326,268,403,10,49
39.6,61.1,364,906,885,12,283,1328,297,420,10,36
28.3,67.1,323,752,746,31,199,1292,214,329,10,38
16.7,31.1,133,336,505,62,132,725,140,170,10,59
36.7,57.8,377,946,895,12,256,1506,284,409,10,39
17.8,41.2,215,484,464,70,154,595,150,212,10,59
28.8,41.2,278,642,733,35,217,826,241,375,10,49
22.7,69.4,209,538,641,42,138,1157,202,191,10,40
7.8,75.5,118,265,575,47,42,1001,89,28,4,46
34.6,88.3,337,879,1017,0,208,1684,288,245,10,44
29.5,53.6,300,677,687,26,225,1171,215,291,10,45
26.2,48.5,250,708,708,31,208,972,227,345,10,52
4.9,87.5,14,46,501,53,23,919,40,15,4,48
3.9,74.4,88,136,504,63,33,623,4,22,1,56
28.2,39.5,289,797,574,26,230,860,215,303,10,64
3.6,34.7,0,112,321,84,20,567,15,21,3,65
33.9,81.7,387,823,869,11,217,1526,270,265,10,39
20.7,73.4,188,576,591,34,142,1274,167,221,10,42
16.8,43.8,136,382,461,49,149,745,107,162,10,65
12.2,68.8,122,322,549,61,80,1063,118,74,9,63
27.8,39.2,298,784,539,48,223,941,209,301,10,56
32.2,55.0,292,850,706,9,230,1155,263,366,10,52
31.9,60.9,357,730,807,32,234,1081,232,317,10,38
11.4,33.1,127,190,380,52,89,717,88,134,10,66
30.2,66.0,263,698,719,20,200,1163,268,262,10,53
15.6,32.6,107,400,302,50,138,698,138,224,10,55
35.9,67.5,348,881,858,12,244,1428,304,347,10,32
21.0,51.7,247,520,489,38,175,1050,152,205,10,62
24.2,43.6,221,632,537,47,206,1055,216,321,10,64
13.1,53.5,151,299,454,69,115,915,85,120,9,61
18.6,42.8,139,565,513,33,150,743,168,205,10,65
26.9,87.4,240,677,866,26,134,1345,215,198,10,45
2.2,52.1,61,58,293,81,12,699,11,0,3,56
37.0,82.1,398,961,1011,0,208,1474,297,298,10,33
21.3,35.0,219,549,451,54,186,634,196,256,10,51
17.5,63.5,126,501,611,42,124,914,128,179,10,50
13.9,56.9,145,290,466,56,86,943,115,136,10,54
19.4,79.7,159,515,593,50,129,1162,155,177,10,56
1.7,43.2,0,19,242,77,18,447,34,49,1,75
13.8,74.7,126,414,534,29,89,1159,119,82,10,43
23.0,33.3,210,527,450,55,208,612,163,281,10,55
20.0,41.0,236,454,477,38,158,748,165,227,10,50
37.2,73.7,419,1000,950,9,227,1574,302,373,10,46
3.8,59.0,0,25,385,69,25,553,20,37,4,69
28.3,68.6,281,789,734,6,202,1387,255,269,10,49
14.7,46.3,123,296,439,63,114,897,95,165,10,59
2.5,76.8,0,126,485,69,23,898,9,12,3,51
21.2,33.1,238,436,507,42,187,619,175,216,10,67
29.8,87.5,313,664,879,29,167,1330,244,239,10,46
8.4,52.1,130,114,371,48,54,860,50,79,6,67
5.2,63.9,83,86,366,66,49,653,49,22,3,56
32.4,75.0,326,796,950,10,194,1373,263,320,10,38
35.0,30.5,387,950,604,19,300,1029,255,468,10,44
39.3,80.4,348,1071,961,2,249,1741,326,344,10,33
26.5,76.5,228,733,871,24,165,1260,183,218,10,45
16.3,48.5,152,418,521,48,116,851,111,207,10,54
33.9,76.0,299,945,939,27,223,1458,258,362,10,39
27.5,64.8,304,672,650,25,181,1083,196,313,10,43
3.7,46.9,0,116,340,69,36,406,19,24,3,62
10.9,41.8,100,313,373,65,74,798,72,104,7,57
36.1,33.1,315,890,733,33,301,1040,295,473,10,43
21.3,66.2,177,605,672,26,133,899,156,189,10,49
5.9,56.7,22,161,364,64,42,774,26,92,5,67
0.9,74.5,37,0,345,74,23,671,26,0,1,58
13.2,56.3,112,263,565,55,104,876,120,141,9,61
39.3,50.9,402,928,822,31,296,1189,330,420,10,44
26.0,44.1,221,591,513,31,210,1068,190,294,10,62
25.9,54.7,269,558,758,37,193,1058,220,236,10,46
36.8,75.9,377,856,938,4,211,1517,323,298,10,35
18.4,33.5,223,419,344,70,141,871,132,214,10,63
28.3,86.7,293,722,949,5,148,1582,204,267,10,44
29.8,39.2,297,712,579,28,243,1175,243,379,10,53
34.2,53.0,309,775,775,35,246,1402,251,339,10,49
22.9,85.3,272,508,853,23,122,1117,154,233,10,49
18.3,38.1,146,377,369,41,155,643,119,205,10,52
30.2,78.2,294,818,846,0,171,1286,220,289,10,34
22.7,57.6,261,590,708,49,144,1229,163,246,10,57
25.0,32.8,296,699,445,33,212,781,220,318,10,50
30.5,51.7,324,728,753,29,225,1309,227,339,10,42
20.8,54.2,219,464,575,61,142,1142,140,215,10,60
28.2,77.9,256,798,881,7,182,1395,243,289,10,35
10.2,62.3,114,249,383,40,57,1003,66,62,7,49
1.0,66.9,35,99,301,48,0,750,0,0,1,64
1.9,69.9,0,7,390,76,0,914,25,62,1,54
36.2,39.3,407,948,833,33,282,1207,298,417,10,44
15.7,30.5,180,454,368,71,137,518,124,184,10,61
26.7,88.7,229,672,943,26,151,1483,220,217,10,38
3.4,77.3,59,116,515,60,5,999,9,79,2,48
17.4,54.2,199,342,579,57,120,1034,117,231,10,53
23.3,68.9,261,679,758,46,142,965,161,225,10,48
4.2,56.0,34,5,364,77,27,528,13,11,5,54
9.5,44.4,104,255,416,59,55,445,103,145,8,59
20.0,62.7,178,436,648,48,154,1181,150,190,10,46
17.3,31.3,171,364,505,66,140,724,117,193,10,63
27.5,61.7,274,691,799,22,182,1012,213,317,10,43
31.1,85.1,297,838,866,27,178,1476,247,257,10,35
9.4,60.9,114,215,361,66,74,901,87,133,7,60
10.8,44.4,65,178,334,54,87,787,95,130,8,60
3.0,52.0,0,84,303,89,15,498,12,44,3,54
35.4,87.8,363,797,881,15,179,1781,265,287,10,29
22.9,62.9,251,670,590,27,169,999,196,221,10,41
27.4,65.4,260,694,828,46,196,1275,207,229,10,39
28.4,45.4,277,773,621,36,225,1130,236,316,10,47
4.2,50.3,56,135,348,80,22,640,8,50,5,58
25.9,56.2,244,746,699,50,197,1193,215,242,10,42
33.8,64.7,387,824,816,15,227,1205,296,352,10,43
30.2,68.5,329,687,824,12,216,1388,224,287,10,38
15.9,48.7,181,443,481,51,128,642,124,179,10,54
25.1,54.6,265,660,608,16,199,1064,219,275,10,45
22.4,36.4,254,543,573,55,199,760,206,262,10,62
7.0,37.5,21,126,354,73,60,330,33,113,6,58
25.5,31.7,304,609,497,45,223,838,196,310,10,48
15.5,65.0,129,357,506,47,89,1115,99,153,10,60
0.6,56.7,0,107,243,56,0,676,7,0,1,64
27.1,51.7,235,765,728,14,213,992,240,271,10,59
28.0,43.2,259,728,712,21,211,991,204,371,10,61
9.8,76.3,76,197,547,49,59,826,69,59,8,51
10.9,57.1,149,274,394,41,94,779,81,157,6,58
28.5,57.6,334,781,622,29,196,1131,252,276,10,58
36.7,52.7,363,897,775,30,283,1098,277,419,10,56
8.8,51.4,76,319,467,79,60,613,86,94,7,65
10.2,38.2,114,248,355,72,70,606,111,83,8,66
38.5,89.7,434,917,939,11,200,1730,286,299,10,31
8.9,44.8,63,154,308,71,85,528,64,88,6,57
31.7,32.0,270,705,683,40,257,828,234,366,10,62
25.0,41.1,254,608,660,49,189,929,173,343,10,49
34.3,38.5,304,873,732,44,296,1226,294,415,10,57
39.3,81.5,391,882,1019,0,229,1767,324,333,10,42
6.9,66.2,106,224,481,68,51,854,38,115,3,62
2.7,54.3,59,144,252,79,4,448,0,23,4,64
10.5,85.5,57,175,630,48,75,1199,97,75,7,49
31.2,61.4,346,781,755,26,233,1155,270,284,10,42
12.7,76.1,134,311,526,59,60,1047,131,85,9,49
4.4,64.2,23,62,353,58,34,786,17,7,4,55
33.6,77.3,303,901,910,16,210,1336,242,260,10,36
16.6,89.8,186,483,729,47,91,1391,111,128,10,50
13.9,52.0,135,310,431,39,114,844,100,179,10,54
36.5,73.5,415,846,998,0,245,1413,312,337,10,42
19.5,34.1,163,561,455,55,171,791,152,220,10,62
12.0,53.5,138,379,360,43,78,593,109,174,8,53
30.8,76.0,290,829,906,0,174,1472,239,254,10,44
13.2,49.2,154,364,533,45,115,835,116,150,10,60
25.4,69.7,268,637,713,23,177,1116,178,229,10,40
38.5,38.3,395,1049,704,8,330,1318,318,472,10,45
0.5,82.7,0,0,387,60,0,868,10,0,1,59
16.5,79.4,210,451,592,18,114,1071,131,161,9,43
27.5,38.2,266,705,574,34,233,770,217,308,10,46
28.0,41.4,230,795,720,30,209,917,223,303,10,53
18.2,55.8,224,523,577,46,136,1072,127,241,10,47
30.7,30.6,310,784,676,58,250,734,276,368,10,55
34.4,46.8,353,831,781,32,260,1317,261,441,10,43
39.8,35.8,433,1079,765,30,347,1187,335,471,10,48
37.3,56.1,403,917,755,16,263,1209,328,451,10,50
32.3,88.2,291,894,997,7,199,1555,233,248,10,29
9.4,82.7,51,147,549,52,45,1009,66,62,7,45
33.9,57.2,331,822,775,15,223,1265,263,347,10,54
11.3,77.5,111,376,514,25,71,1173,61,71,8,54
3.8,73.7,39,181,483,75,10,857,42,31,4,58
25.9,45.8,272,602,528,54,194,876,209,300,10,54
26.8,63.9,315,605,720,46,191,1347,188,270,10,47
15.9,76.7,137,382,634,53,90,1227,132,119,10,43
24.0,45.9,209,583,684,43,197,996,209,311,10,46
31.6,31.7,354,750,680,23,282,1134,272,430,10,60
27.1,57.5,300,596,766,16,209,979,241,339,10,51
38.7,38.4,357,967,698,6,317,1111,290,469,10,45
34.0,74.0,303,823,885,25,199,1359,283,312,10,50
17.4,88.7,129,437,674,44,96,1076,155,178,10,38
3.8,64.7,59,1,338,61,23,670,58,16,2,63
26.7,54.4,289,690,575,17,197,1140,186,266,10,46
9.4,56.1,89,241,494,70,69,781,65,101,9,55
32.1,44.4,291,791,764,34,258,1045,256,346,10,59
25.7,68.2,248,595,739,8,178,1239,187,278,10,53
29.3,89.5,326,657,790,5,165,1524,250,266,10,38
28.2,72.1,319,710,724,13,179,1169,197,318,10,49
24.7,40.3,260,595,511,27,206,943,168,318,10,59
23.6,66.0,247,618,700,32,149,1055,176,197,10,41
34.5,38.5,309,767,720,27,295,984,280,459,10,54
19.9,36.3,182,536,487,39,155,876,174,246,10,58
22.3,88.9,244,466,696,12,106,1160,166,222,10,50
2.8,74.8,27,17,354,52,8,715,34,0,3,65
6.6,35.0,20,228,303,78,60,406,65,111,4,72
39.5,54.5,398,944,825,31,301,1216,343,397,10,49
1.1,37.0,0,98,134,82,0,258,22,41,1,67
0.3,34.5,28,0,137,68,2,243,15,0,1,60
8.1,45.2,117,172,290,68,67,549,36,115,6,60
30.8,70.8,352,810,814,13,195,1523,264,266,10,35
33.9,47.7,373,772,765,45,268,1301,285,431,10,58
2.1,72.3,0,25,321,42,14,586,46,0,1,50
15.5,45.6,172,367,386,58,135,599,102,217,10,64
39.9,78.2,445,959,1001,0,235,1679,304,389,10,35
16.1,72.0,125,394,596,51,117,858,115,196,10,54
2.8,82.5,30,150,473,51,29,697,21,32,1,45
39.3,69.1,378,970,1030,9,272,1541,323,385,10,30
28.4,38.3,281,697,561,44,231,1076,206,376,10,58
36.2,75.3,408,918,889,12,235,1289,285,368,10,36
34.5,41.2,392,864,695,39,267,985,289,435,10,57
1.4,70.3,0,11,412,58,8,765,18,0,1,59
3.7,69.6,20,52,321,72,16,765,57,7,3,53
36.9,83.5,395,903,964,0,231,1591,314,350,10,33
12.0,34.3,100,266,345,66,91,455,89,103,10,66
35.4,62.8,318,905,776,4,240,1272,289,368,10,47
13.6,85.7,136,397,619,45,60,1131,94,152,7,54
38.5,84.5,353,1023,997,0,225,1465,305,383,10,44
24.0,77.4,250,500,672,32,159,1208,177,253,10,37
9.5,89.5,81,205,633,40,69,904,64,32,6,52
25.0,61.0,281,573,687,20,157,1049,227,280,10,40
25.5,50.3,232,548,558,27,209,834,192,240,10,46
7.5,50.8,28,263,310,75,59,731,45,110,4,64
21.1,50.3,193,506,578,63,148,1090,183,191,10,57
13.7,49.7,101,280,415,37,97,812,95,194,9,59
1.5,79.9,0,17,380,59,0,770,4,41,2,59
12.4,68.0,101,377,618,66,97,1020,117,172,7,47
20.2,32.0,193,446,377,41,186,893,157,217,10,57
26.0,45.6,263,739,577,26,195,874,191,269,10,61
31.2,74.5,266,742,919,35,191,1471,229,318,10,50
12.9,68.4,121,257,613,41,73,1113,95,112,8,60
29.7,31.7,303,674,687,25,261,923,258,392,10,65
28.5,61.5,268,770,728,11,197,1242,220,337,10,42
11.9,53.2,72,285,413,42,99,652,67,142,8,59
17.5,49.5,140,537,440,29,130,996,124,238,10,53
9.4,61.5,47,245,543,75,65,933,65,90,6,55
9.7,32.7,139,228,353,87,69,571,89,170,7,71
7.7,39.5,118,236,345,65,79,422,74,69,6,56
28.7,47.6,329,696,641,29,239,1100,211,318,10,48
31.5,64.6,302,764,768,11,212,1384,280,290,10,37
30.4,60.2,311,690,738,27,223,1061,241,316,10,56
21.9,63.3,174,518,617,32,157,1261,173,243,10,51
1.2,42.0,57,64,162,70,0,439,13,0,1,74
23.1,52.9,264,676,600,22,163,1078,208,257,10,57
2.4,61.5,0,46,332,67,3,560,13,62,2,54
22.9,74.9,274,638,699,43,130,1123,170,257,10,56
3.4,85.1,38,183,430,56,23,721,38,55,1,44
36.5,56.2,397,999,863,36,258,1213,285,368,10,49
0.6,65.4,50,33,335,58,3,557,5,28,1,64
33.9,37.4,353,877,630,16,293,1230,296,463,10,44
31.9,52.1,289,803,820,8,252,1229,276,340,10,44
35.4,74.4,332,855,919,21,219,1297,276,301,10,46
27.1,67.8,243,592,788,16,197,1183,231,276,10,48
19.7,66.8,186,568,581,45,139,914,158,208,10,48
34.9,49.9,369,969,763,17,275,1211,291,410,10,39
38.8,43.3,355,970,769,21,313,1132,317,452,10,50
26.9,62.6,249,613,735,42,168,1069,199,247,10,48
21.6,76.0,207,576,720,49,119,1257,164,248,10,56
32.5,75.9,303,768,779,24,213,1322,276,253,10,36
17.3,80.5,205,335,641,42,87,1254,150,121,10,46
32.1,86.3,298,851,906,23,163,1477,281,245,10,45
28.1,68.8,283,628,781,16,192,1425,220,276,10,55
24.4,86.7,236,630,856,21,124,1407,171,201,10,50
21.1,61.9,245,473,541,36,129,1195,142,174,10,48
17.9,35.2,180,546,478,38,129,629,123,197,10,65
30.2,69.5,312,661,890,1,178,1473,222,292,10,36
31.5,73.9,292,814,861,2,204,1341,235,263,10,34
11.0,44.3,97,314,454,45,67,671,116,144,7,56
22.5,37.0,211,585,471,29,191,715,184,297,10,62
20.7,75.4,255,569,609,21,118,1327,161,159,10,56
3.3,63.2,22,142,304,64,29,564,0,0,3,49
12.2,63.7,78,352,442,58,69,907,112,84,10,61
28.8,60.5,311,778,707,45,207,1367,253,251,10,45
15.2,65.5,111,389,568,61,98,1077,149,170,10,44
7.6,55.9,96,181,383,48,63,512,35,56,4,57
0.3,62.2,18,24,338,63,15,587,28,23,1,69
15.5,50.9,109,466,581,50,113,846,102,161,10,65
20.4,43.1,203,462,533,34,145,682,147,247,10,54
25.5,45.0,257,551,601,34,197,799,186,346,10,55
20.1,63.6,225,434,620,22,141,1068,132,168,10,44
16.7,82.0,167,453,718,41,91,1326,158,165,10,44
0.1,64.6,0,0,349,62,16,669,0,0,1,66
21.2,73.8,192,551,785,22,140,1004,172,170,10,43
22.5,80.6,185,609,818,28,115,1194,179,192,10,39
31.1,68.6,340,733,873,22,221,1215,243,267,10,46
15.6,76.4,175,428,555,53,109,1089,114,178,10,41
28.0,68.3,279,793,837,18,201,1084,221,228,10,39
22.5,42.0,185,471,642,31,161,1044,182,241,10,46
4.2,66.5,38,149,311,78,21,828,44,48,2,52
1.6,32.8,0,139,98,79,7,194,8,0,1,64
35.7,67.2,373,958,863,22,221,1522,309,330,10,34
31.7,56.5,313,699,714,13,234,1269,248,382,10,41
39.2,51.2,406,905,882,18,294,1297,324,436,10,44
11.8,84.4,113,332,525,30,60,984,81,98,7,39
1.0,44.3,58,0,273,61,16,569,0,0,1,63
30.4,74.1,352,842,730,22,210,1498,222,266,10,51
11.2,42.8,162,260,288,66,79,493,98,161,8,58
20.2,33.2,155,445,435,60,170,554,147,286,10,67
7.5,48.1,79,223,298,78,55,715,34,46,5,69
24.7,63.6,272,676,609,16,176,1195,169,204,10,57
17.2,61.5,123,370,618,59,115,999,136,204,10,55
0.5,36.8,11,0,156,67,8,323,22,45,2,72
3.5,46.9,66,157,192,70,18,356,43,72,3,57
34.6,50.5,344,824,716,31,274,1230,265,373,10,52
2.4,52.6,63,74,271,55,3,715,37,75,1,54
30.7,76.2,317,850,808,31,176,1575,253,319,10,48
26.0,74.4,268,575,779,16,145,1193,201,292,10,50
32.1,60.6,318,870,787,15,211,1054,238,341,10,48
7.5,55.9,81,145,467,80,54,742,57,125,5,58
13.9,31.8,106,347,359,49,114,759,92,152,10,73
5.5,37.5,92,138,325,85,45,368,24,24,5,59
19.6,43.6,179,411,593,40,152,883,169,189,10,67
25.5,70.5,220,611,799,45,180,1336,206,258,10,54
5.0,67.9,75,165,314,55,15,694,11,37,5,60
23.4,36.6,247,549,455,37,209,656,210,263,10,66
22.8,60.5,195,543,611,49,167,866,186,280,10,45
16.9,42.5,176,518,550,71,127,958,132,213,10,53
29.0,62.1,337,799,803,37,214,1087,223,255,10,51
7.7,76.1,70,168,431,64,35,902,86,39,4,51
37.7,66.4,383,860,986,1,265,1603,291,354,10,38
2.6,79.1,14,46,458,54,0,750,22,47,2,58
13.4,38.1,137,254,361,52,108,768,106,209,9,53
32.2,55.3,328,875,771,43,224,1051,250,348,10,56
23.7,40.0,210,517,460,50,179,922,172,267,10,48
25.2,39.4,236,701,488,33,203,880,205,289,10,60
9.7,39.1,84,227,341,75,78,428,94,161,8,61
38.4,75.8,337,860,975,3,219,1706,313,327,10,38
7.8,61.1,38,283,437,51,48,804,64,91,4,53
11.8,84.1,74,267,561,21,53,1083,99,84,7,49
5.8,84.2,108,109,448,67,48,799,21,84,3,56
31.1,64.4,281,691,775,5,195,1308,251,358,10,50
23.5,49.3,188,526,507,30,171,793,218,216,10,46
6.6,72.1,42,221,508,53,31,742,47,54,4,49
34.9,73.5,309,918,930,0,204,1514,280,327,10,33
39.2,40.5,397,1014,744,5,319,1137,344,485,10,42
14.1,83.3,123,440,713,36,66,1210,135,82,7,53
32.3,87.5,341,903,846,10,183,1718,276,294,10,32
13.9,67.1,96,294,445,50,74,776,108,126,10,59
21.7,42.9,240,491,596,35,187,830,152,237,10,56
22.4,49.2,238,595,681,30,181,744,152,296,10,63
32.4,41.5,324,766,687,23,268,1229,253,431,10,57
1.9,75.6,20,15,447,42,8,899,39,52,1,59
21.8,88.6,204,575,698,17,139,1412,197,164,10,41
6.5,86.2,88,100,514,33,37,1035,42,72,6,44
23.2,83.0,237,487,859,24,130,1239,172,197,10,40
7.9,51.4,127,155,323,45,77,480,87,76,8,65
34.6,65.9,355,920,882,8,217,1185,266,349,10,39
29.9,39.5,326,753,709,16,238,995,236,395,10,57
21.8,58.6,212,540,668,39,135,993,150,280,10,46
7.8,49.1,83,196,433,50,65,456,85,98,7,67
31.8,78.3,368,818,780,29,204,1348,256,318,10,37
3.7,74.5,0,38,434,59,11,738,17,68,3,55
13.8,75.5,138,357,607,57,99,838,112,107,9,55
15.0,52.6,175,317,566,45,108,861,117,167,10,58
35.2,84.8,383,800,945,24,207,1639,290,345,10,39
15.4,64.1,145,413,459,27,100,871,143,145,10,46
15.0,65.7,188,460,569,43,112,1050,99,192,9,52
9.4,64.7,121,169,480,40,79,728,47,72,8,54
7.4,44.4,62,195,284,67,45,738,46,70,6,55
13.1,33.4,97,310,270,58,102,622,115,148,10,57
8.3,62.0,48,250,392,51,76,908,96,86,4,58
29.5,44.9,306,663,709,47,240,842,245,345,10,45
9.3,85.4,59,185,505,29,48,867,61,57,7,50
31.8,88.2,273,754,859,22,194,1528,273,298,10,40
33.8,85.5,289,908,838,12,190,1353,263,334,10,44
29.3,60.3,302,832,834,11,186,1383,233,320,10,39
16.6,32.1,200,331,426,64,143,615,126,253,10,66
30.6,56.2,349,725,723,43,214,1186,256,351,10,53
37.2,74.7,403,939,932,10,237,1528,323,358,10,40
38.1,30.9,338,856,697,10,315,920,294,454,10,44
27.7,58.5,323,728,630,21,180,1095,221,282,10,53
6.1,36.9,45,157,235,74,51,406,53,94,6,63
28.6,37.5,271,620,567,26,235,1043,203,395,10,52
8.3,55.5,74,242,427,79,76,877,39,58,5,66
30.3,82.4,326,794,892,26,163,1361,260,287,10,48
38.4,67.5,350,1041,985,8,249,1579,282,413,10,31
37.7,59.2,339,849,868,0,246,1454,320,425,10,49
7.4,74.7,84,166,561,68,30,761,34,47,5,51
32.9,35.1,358,748,714,29,273,918,239,416,10,59
34.8,45.6,338,849,699,13,281,1285,268,386,10,41
21.3,62.7,253,530,601,27,160,877,193,198,10,53
13.5,89.2,113,436,723,19,65,1143,95,117,6,54
22.1,34.0,237,547,516,49,199,611,153,320,10,59
18.3,36.2,140,389,409,39,170,782,151,198,10,60
11.5,71.1,99,208,497,32,86,922,65,75,7,44
2.8,53.1,67,0,297,59,33,566,1,26,3,55
8.8,64.8,61,173,410,50,63,789,57,49,6,49
31.0,62.3,322,684,765,29,216,1338,230,285,10,42
32.3,89.3,286,832,837,25,159,1669,272,248,10,37
24.8,74.9,240,600,767,29,140,1214,212,201,10,52
18.0,53.9,192,457,500,34,124,962,166,206,10,59
37.8,37.4,362,1026,754,27,299,1108,299,502,10,46
17.5,80.2,160,434,574,22,96,1330,112,146,9,46
39.2,75.4,424,1069,1041,0,244,1408,299,356,10,42
19.5,31.8,222,495,504,60,166,614,156,254,10,62
11.1,30.4,108,319,251,71,75,367,60,118,8,64
2.7,86.4,32,0,503,69,1,748,0,23,2,45
21.9,70.2,184,614,763,40,155,1044,154,244,10,40
18.1,83.3,204,392,670,44,119,1297,118,189,10,47
33.4,81.8,322,874,926,20,192,1334,289,263,10,42
25.7,42.1,255,701,665,50,203,935,202,315,10,49
16.3,86.6,173,382,591,22,77,1122,116,164,7,45
21.8,47.8,189,628,476,30,176,1004,150,200,10,50
1.5,44.5,0,0,197,75,14,576,0,1,1,75
4.6,38.8,15,34,246,73,50,626,55,16,4,72
36.8,54.2,380,948,750,22,260,1353,316,401,10,52
27.0,76.0,281,724,731,27,152,1362,216,258,10,39
6.2,41.1,108,219,252,55,41,709,54,52,6,58
29.6,65.5,332,649,828,37,213,1423,231,332,10,39
37.5,55.9,356,953,862,0,278,1142,295,363,10,50
17.4,56.6,214,342,606,58,143,934,114,169,10,62
29.3,83.3,261,823,925,17,171,1475,225,282,10,45
1.8,78.4,42,8,404,77,0,1021,0,0,3,62
30.3,80.0,332,851,914,12,189,1537,243,233,10,43
30.0,60.2,273,661,667,6,210,1320,249,272,10,44
10.6,63.1,96,284,416,45,58,851,71,87,8,46
12.6,50.9,159,363,439,55,109,873,125,117,10,66
29.0,39.8,298,646,604,42,221,1163,262,350,10,62
17.4,34.1,172,428,368,48,141,850,138,211,10,69
35.7,63.8,407,950,935,0,253,1161,277,344,10,36
34.0,38.2,363,806,780,37,273,895,270,436,10,43
14.9,69.1,109,407,519,54,95,1182,139,178,10,45
23.8,87.7,281,588,885,18,121,1299,176,238,10,48
0.9,52.8,0,68,287,89,0,361,19,0,1,57
38.9,55.7,364,911,860,24,283,1492,289,443,10,48
17.5,86.7,140,522,764,34,83,1175,161,143,10,46
29.0,65.1,297,670,812,5,215,1184,248,308,10,49
4.9,51.8,65,194,302,48,36,718,69,77,5,59
39.3,75.3,349,946,925,0,228,1487,329,368,10,47
11.3,65.3,96,319,474,67,75,721,63,142,6,56
12.5,63.4,152,371,530,37,92,975,127,96,10,59
12.4,84.1,97,329,511,40,80,1153,116,95,8,43
10.0,88.0,83,202,499,26,38,1025,82,39,7,49
29.7,43.4,253,835,754,37,222,1152,266,390,10,49
8.9,76.8,100,220,510,39,50,797,97,62,6,44
16.3,60.8,133,438,467,61,128,1054,148,200,10,60
19.7,63.2,170,424,631,52,123,990,180,188,10,61
19.5,87.9,230,453,679,16,109,1303,138,176,10,39
21.4,51.1,264,498,581,53,167,1032,177,198,10,50
9.8,62.6,133,253,413,69,82,638,99,99,5,59
31.1,32.6,327,834,630,49,266,861,278,392,10,52
20.2,63.0,232,520,674,19,132,924,172,171,10,51
11.7,73.4,125,213,545,59,68,1010,74,92,9,46
28.4,47.9,314,772,741,50,201,994,246,362,10,51
8.8,57.3,53,158,515,39,70,615,83,64,5,56
38.0,81.4,357,854,933,22,229,1692,330,359,10,27
6.8,48.6,91,216,403,61,38,638,69,119,6,68
9.0,63.3,75,310,544,38,47,986,80,58,6,57
27.3,86.4,272,777,853,0,167,1219,236,213,10,35
33.6,30.5,291,813,661,34,276,817,239,437,10,56
16.6,88.0,124,513,660,25,91,1044,155,144,8,52
16.1,62.7,166,447,583,61,92,1123,100,179,10,61
0.3,41.4,11,5,137,72,0,227,20,0,1,58
23.8,84.1,230,655,695,38,135,1491,173,204,10,33
21.4,75.9,185,503,664,25,121,992,178,222,10,56
19.0,54.3,173,388,486,59,147,965,138,256,10,53
4.5,46.4,36,173,247,71,54,748,43,76,2,54
19.1,74.0,166,484,726,37,139,1201,171,194,10,48
38.2,48.6,403,915,865,16,305,1367,288,386,10,49
0.6,60.4,38,0,295,76,0,725,15,8,2,61
20.6,57.0,255,515,619,37,152,1177,148,264,10,47
4.4,61.4,8,123,406,62,16,534,17,88,2,59
9.1,64.6,65,198,557,55,49,683,94,58,6,52
38.1,82.0,336,1037,1025,0,205,1617,312,327,10,40
22.0,38.6,238,544,463,60,191,711,195,228,10,62
39.1,60.0,352,1061,839,11,276,1493,334,399,10,51
2.3,69.2,63,130,378,56,22,880,2,0,1,51
37.7,77.0,333,907,923,2,243,1491,286,336,10,37
12.6,75.0,127,407,650,29,77,995,81,145,6,43
14.4,56.4,103,348,477,67,122,772,93,195,10,59
15.7,49.4,158,408,550,59,131,710,126,185,10,48
37.6,36.2,366,863,664,27,297,1061,277,444,10,60
39.6,43.1,380,1072,792,38,308,1298,346,461,10,45
19.9,53.3,242,456,516,28,148,828,185,198,10,53
26.3,86.4,290,587,899,17,157,1351,196,221,10,47
28.2,75.2,249,694,891,33,190,1481,221,249,10,53
27.7,51.4,277,677,696,38,220,1003,221,298,10,47
34.9,87.1,375,808,980,18,192,1742,287,262,10,43
6.1,54.4,62,235,454,48,63,633,20,63,6,63
38.2,66.0,360,1033,856,21,239,1256,323,379,10,37
24.0,85.6,226,636,885,26,148,1140,207,224,10,44
0.4,39.7,51,31,182,77,16,274,0,0,1,61
11.1,81.4,121,316,672,32,66,868,70,68,8,46
23.3,77.2,230,492,724,20,158,1079,203,217,10,47
27.6,74.8,313,650,794,8,189,1250,228,237,10,39
8.8,39.1,89,317,420,58,74,510,92,136,6,66
26.6,71.9,288,703,766,25,189,1328,210,277,10,48
15.6,58.2,117,488,622,45,112,932,109,154,10,61
35.0,41.1,324,788,759,12,258,1144,272,447,10,42
6.2,77.4,27,115,576,57,49,1086,62,31,3,54
8.3,58.3,101,234,510,63,76,606,87,53,7,52
13.9,89.0,132,338,656,47,76,1268,121,79,8,44
